Coin,Date,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,P0,P1,P2,P3,P4,P5,R_T1W
ETH,11/05/2020,-0.385432907,-0.186432772,-0.976933756,1.065137797,0.499342577,-0.75836738,-0.023881587,0.188844446,1.066816951,0.452851164,-0.829387857,-0.385432907,-0.186432772,-0.976933756,1.065137797,0.499342577,-0.75836738,0.012402111
BNB,11/05/2020,-0.308356099,-0.18748874,0.084880812,-1.159717448,0.359562571,0.045102264,0.081536663,0.001648901,-1.151951099,0.359440308,-0.023882366,-0.308356099,-0.18748874,0.084880812,-1.159717448,0.359562571,0.045102264,0.091793945
ADA,11/05/2020,-0.337635591,-0.191561365,0.119060912,0.688623832,0.312969235,-0.222720951,0.819464412,-0.37274219,0.725468021,0.31273488,-0.225258739,-0.337635591,-0.191561365,0.119060912,0.688623832,0.312969235,-0.222720951,0.025731648
XRP,12/05/2020,-0.336763023,-0.188510758,-0.224280855,0.312109868,0.080002557,-0.892278987,1.030300912,0.188844446,0.349984197,0.07920774,-0.896513314,-0.336763023,-0.188510758,-0.224280855,0.312109868,0.080002557,-0.892278987,0.066175345
BTC,12/05/2020,-0.402108644,-0.194565005,0.425176477,1.510108846,1.384615952,1.384218336,0.186954913,0.001648901,1.510570561,1.340254294,1.318626785,-0.402108644,-0.194565005,0.425176477,1.510108846,1.384615952,1.384218336,0.084415164
ETH,12/05/2020,-0.244173902,-0.163620626,-0.888313433,-1.570459954,-2.109884213,-0.088809343,0.081536663,0.188844446,-1.561569815,-2.115947372,-0.091007824,-0.244173902,-0.163620626,-0.888313433,-1.570459954,-2.109884213,-0.088809343,0.051203946
BNB,12/05/2020,-0.370599257,-0.193292773,-0.759261415,-1.399317243,-0.059777449,0.245969675,0.186954913,0.001648901,-1.39089535,-0.060908543,0.244619464,-0.370599257,-0.193292773,-0.759261415,-1.399317243,-0.059777449,0.245969675,0.087652329
ADA,12/05/2020,-0.434021787,-0.194764186,-0.764432705,0.312109868,,0.982483515,-1.078064086,-2.43189319,0.349984197,,1.050124955,-0.434021787,-0.194764186,-0.764432705,0.312109868,,0.982483515,0.039195928
XRP,12/05/2020,-0.427413105,-0.193344214,-0.423340094,-1.604688497,-0.059777449,-0.088809343,-0.129299837,0.001648901,-1.595704709,-0.060908543,-0.091007824,-0.427413105,-0.193344214,-0.423340094,-1.604688497,-0.059777449,-0.088809343,0.02223383
BTC,12/05/2020,-0.206847398,-0.17979107,-1.142361901,-0.57783223,-2.76219091,0.7146603,0.397791413,-0.37274219,-0.94714174,-2.909939646,0.177494007,-0.206847398,-0.17979107,-1.142361901,-0.57783223,-2.76219091,0.7146603,0.021379919
ETH,12/05/2020,-0.165061103,-0.16410733,-0.506576609,1.065137797,1.431209288,0.7146603,0.924882662,-0.559937735,0.691333128,1.43366515,1.251501327,-0.165061103,-0.16410733,-0.506576609,1.065137797,1.431209288,0.7146603,0.064520169
BNB,12/05/2020,-0.431242708,-0.194695258,2.159790021,-1.433545786,-0.665490811,0.112058067,-0.761809336,0.188844446,-1.425030243,-0.668079106,0.110368549,-0.431242708,-0.194695258,2.159790021,-1.433545786,-0.665490811,0.112058067,0.011486093
ADA,12/05/2020,-0.438995956,-0.194902163,-0.303798292,-1.057031821,0.126595893,0.312925478,-0.129299837,0.001648901,-1.049546419,0.125913168,0.311744922,-0.438995956,-0.194902163,-0.303798292,-1.057031821,0.126595893,0.312925478,0.068931118
XRP,12/05/2020,-0.432939367,-0.184684767,-0.435737022,-0.680517857,0.219782564,0.045102264,1.451973912,0.750431083,-1.015411526,-0.014203116,-0.225258739,-0.432939367,-0.184684767,-0.435737022,-0.680517857,0.219782564,0.045102264,0.012213231
BTC,12/05/2020,-0.433230223,-0.194576439,1.251785907,-0.714746399,-2.436037561,-1.628792827,0.292373163,0.376039992,-0.708197489,-2.489590795,-1.702018805,-0.433230223,-0.194576439,1.251785907,-0.714746399,-2.436037561,-1.628792827,0.047420561
ETH,12/05/2020,-0.392122592,-0.187637995,-2.080171772,-1.604688497,-0.059777449,-0.02185354,-0.023881587,0.001648901,-1.595704709,-0.060908543,-0.023882366,-0.392122592,-0.187637995,-2.080171772,-1.604688497,-0.059777449,-0.02185354,0.060021323
BNB,12/05/2020,-0.435244885,-0.194063254,2.163668489,0.175195699,-0.665490811,0.580748693,0.186954913,0.188844446,0.179309731,-0.714784534,0.513121294,-0.435244885,-0.194063254,2.163668489,0.175195699,-0.665490811,0.580748693,0.068823185
ADA,12/05/2020,-0.440019769,-0.19467248,1.919714661,-1.467774328,-1.224610837,-1.963571845,0.081536663,-0.37274219,-1.459165136,-1.228544241,-1.970520635,-0.440019769,-0.19467248,1.919714661,-1.467774328,-1.224610837,-1.963571845,0.071531033
XRP,12/05/2020,-0.360807109,-0.188854648,-0.425111084,1.065137797,0.080002557,-0.959234791,-0.972645836,0.376039992,0.657198235,0.266029452,-1.030764229,-0.360807109,-0.188854648,-0.425111084,1.065137797,0.080002557,-0.959234791,0.096456011
BTC,12/05/2020,-0.430903376,-0.18678394,-0.239157169,1.647023015,-0.106370785,3.66071566,0.186954913,0.188844446,1.408165882,-0.154319399,4.137896002,-0.430903376,-0.18678394,-0.239157169,1.647023015,-0.106370785,3.66071566,0.050751295
ETH,12/05/2020,-0.432551559,-0.193871587,1.547488052,-1.091260363,0.126595893,0.513792889,0.081536663,0.188844446,-1.083681312,0.125913168,0.513121294,-0.432551559,-0.193871587,1.547488052,-1.091260363,0.126595893,0.513792889,0.069653156
BNB,12/05/2020,-0.434975358,-0.19177155,1.579649224,-0.201318265,0.872089262,1.652041551,0.714046162,0.563235537,-0.639927702,0.639672875,0.848748582,-0.434975358,-0.19177155,1.579649224,-0.201318265,0.872089262,1.652041551,0.088847109
ADA,12/05/2020,-0.376707231,-0.193638838,-0.865697895,1.57856593,-0.339337462,0.112058067,-0.340136337,-0.747133281,1.578840348,-0.341141111,0.043243091,-0.376707231,-0.193638838,-0.865697895,1.57856593,-0.339337462,0.112058067,0.065128645
XRP,12/05/2020,-0.433205985,-0.194628696,-0.050989516,-0.988574737,-0.385930798,0.112058067,-0.023881587,0.001648901,-0.981276633,-0.434551967,0.110368549,-0.433205985,-0.194628696,-0.050989516,-0.988574737,-0.385930798,0.112058067,0.003586691
BTC,12/05/2020,-0.385335955,-0.193105939,-0.243779452,-0.612060772,-0.106370785,0.045102264,-0.129299837,0.001648901,-0.605792809,-0.107613971,0.043243091,-0.385335955,-0.193105939,-0.243779452,-0.612060772,-0.106370785,0.045102264,0.033316486
ETH,12/05/2020,-0.422953315,-0.193439974,-0.919429721,1.338966135,0.918682597,0.513792889,0.397791413,0.376039992,1.374030989,0.919905443,0.513121294,-0.422953315,-0.193439974,-0.919429721,1.338966135,0.918682597,0.513792889,0.063802717
BNB,12/05/2020,-0.245240374,-0.171732305,0.818123666,-1.262403074,-0.479117469,0.580748693,-0.129299837,0.188844446,-1.459165136,-0.481257395,0.177494007,-0.245240374,-0.171732305,0.818123666,-1.262403074,-0.479117469,0.580748693,0.067774959
ADA,12/05/2020,-0.418008765,-0.187422066,-0.435737022,0.072510072,-1.737137528,2.254643784,2.82241116,2.247995446,-0.264443879,-1.648893092,1.72137953,-0.418008765,-0.187422066,-0.435737022,0.072510072,-1.737137528,2.254643784,0.037878175
XRP,12/05/2020,-0.424601499,-0.192582472,-0.81855415,1.475880304,-0.432524133,-0.155765147,0.608627913,0.376039992,1.476435668,-0.434551967,-0.225258739,-0.424601499,-0.192582472,-0.81855415,1.475880304,-0.432524133,-0.155765147,0.076432753
BTC,12/05/2020,-0.417039246,-0.191590644,-0.798789905,1.612794472,-0.199557456,0.915527711,0.714046162,1.499213264,1.339896096,-0.341141111,1.788504988,-0.417039246,-0.191590644,-0.798789905,1.612794472,-0.199557456,0.915527711,0.068675146
ETH,12/05/2020,-0.427800913,-0.194606672,0.617435116,1.441651761,1.524395959,-0.155765147,0.081536663,0.188844446,1.476435668,1.573781433,-0.091007824,-0.427800913,-0.194606672,0.617435116,1.441651761,1.524395959,-0.155765147,0.094590875
BNB,12/05/2020,-0.398036662,-0.19011994,0.832149904,1.167823423,-0.618897476,0.513792889,-0.972645836,0.188844446,1.203356524,-0.621373678,0.513121294,-0.398036662,-0.19011994,0.832149904,1.167823423,-0.618897476,0.513792889,0.071918377
ADA,12/05/2020,-0.408604425,-0.190817855,-1.179021387,-0.543603688,-0.106370785,0.513792889,0.714046162,1.499213264,-0.537523023,-0.154319399,0.445995837,-0.408604425,-0.190817855,-1.179021387,-0.543603688,-0.106370785,0.513792889,0.083889314
XRP,12/05/2020,-0.408895281,-0.194038716,-0.682772371,-0.304003892,-0.432524133,0.379881282,-0.129299837,0.188844446,-0.264443879,-0.387846539,0.445995837,-0.408895281,-0.194038716,-0.682772371,-0.304003892,-0.432524133,0.379881282,0.054138445
BTC,12/05/2020,-0.415584966,-0.194620951,-0.405329129,1.647023015,1.61758263,0.245969675,0.081536663,0.188844446,1.647110134,1.573781433,0.177494007,-0.415584966,-0.194620951,-0.405329129,1.647023015,1.61758263,0.245969675,0.090013504
ETH,12/05/2020,-0.438591666,-0.194578927,1.639685774,-0.748974941,0.545935913,1.116395122,1.135719162,0.376039992,-0.742332382,0.499556591,1.117250412,-0.438591666,-0.194578927,1.639685774,-0.748974941,0.545935913,1.116395122,0.068842588
BNB,12/05/2020,-0.326389164,-0.184075334,0.067224045,0.517481121,1.990329314,2.656378605,-0.129299837,-1.308719917,0.076905052,1.620486861,2.057006818,-0.326389164,-0.184075334,0.067224045,0.517481121,1.990329314,2.656378605,0.053753106
ADA,12/05/2020,-0.414130687,-0.193945551,-1.110926834,1.167823423,,-1.227058005,-0.234718087,-0.747133281,1.169221631,,-1.232140602,-0.414130687,-0.193945551,-1.110926834,1.167823423,,-1.227058005,0.062583021
XRP,12/05/2020,-0.348106403,-0.18465833,-1.168519419,1.202051966,2.409669334,0.513792889,0.503209663,0.188844446,1.237491417,2.414479136,0.513121294,-0.348106403,-0.18465833,-1.168519419,1.202051966,2.409669334,0.513792889,0.064646451
BTC,12/05/2020,0.126570391,-0.12813951,1.13978852,-0.543603688,,-1.227058005,0.608627913,0.001648901,-0.50338813,,-1.232140602,0.126570391,-0.12813951,1.13978852,-0.543603688,,-1.227058005,0.018179331
ETH,12/05/2020,-0.257553272,-0.185074929,-0.315309724,-0.098632639,1.384615952,1.785953158,1.346555662,-0.37274219,-0.50338813,1.013316298,1.117250412,-0.257553272,-0.185074929,-0.315309724,-0.098632639,1.384615952,1.785953158,0.050396741
BNB,12/05/2020,0.016723821,-0.185132333,-0.486670685,1.304737592,-0.479117469,0.312925478,0.292373163,0.001648901,1.305761203,-0.481257395,0.311744922,0.016723821,-0.185132333,-0.486670685,1.304737592,-0.479117469,0.312925478,0.052076636
ADA,12/05/2020,-0.417911813,-0.192732723,2.333524108,1.475880304,0.872089262,0.7146603,-0.023881587,-0.185546645,1.510570561,0.873200015,0.714497667,-0.417911813,-0.192732723,2.333524108,1.475880304,0.872089262,0.7146603,0.0671969
XRP,12/05/2020,-0.247761125,-0.15592514,-0.174569175,1.510108846,0.685715919,0.580748693,0.081536663,-0.185546645,1.510570561,0.686378303,0.513121294,-0.247761125,-0.15592514,-0.174569175,1.510108846,0.685715919,0.580748693,0.003823293
BTC,12/05/2020,-0.41771791,-0.194454284,1.070383434,1.099366339,-0.013184114,-1.360969612,-2.132246585,0.376039992,1.135086738,-0.014203116,-1.29926606,-0.41771791,-0.194454284,1.070383434,1.099366339,-0.013184114,-1.360969612,0.070908034
ETH,12/05/2020,-0.395225055,-0.186835715,-0.095707005,1.065137797,1.338022617,3.058113427,2.084483411,1.312017719,0.691333128,1.386959722,2.862512308,-0.395225055,-0.186835715,-0.095707005,1.065137797,1.338022617,3.058113427,0.095513962
BNB,12/05/2020,-0.388438418,-0.188836867,-1.051386162,-1.467774328,0.080002557,-0.222720951,0.186954913,0.001648901,-1.459165136,0.07920774,-0.225258739,-0.388438418,-0.188836867,-1.051386162,-1.467774328,0.080002557,-0.222720951,0.061920414
ADA,12/05/2020,-0.398715325,-0.184689219,-0.912522862,1.647023015,0.2663759,-0.088809343,0.503209663,0.376039992,1.647110134,0.266029452,-0.091007824,-0.398715325,-0.184689219,-0.912522862,1.647023015,0.2663759,-0.088809343,0.034726021
XRP,12/05/2020,-0.428382625,-0.194214061,-0.670711932,1.27050905,-0.246150791,1.049439318,0.186954913,0.001648901,1.305761203,-0.201024827,1.050124955,-0.428382625,-0.194214061,-0.670711932,1.27050905,-0.246150791,1.049439318,0.016318669
BTC,12/05/2020,-0.405308059,-0.194364083,-1.04832235,0.791309459,-0.805270818,-0.02185354,-0.023881587,-0.37274219,0.793737807,-0.854900818,-0.091007824,-0.405308059,-0.194364083,-1.04832235,0.791309459,-0.805270818,-0.02185354,0.033273066
ETH,12/05/2020,-0.348203355,-0.170894005,-0.485324733,-0.612060772,-1.830324199,-2.23139506,-0.445554586,-0.37274219,-0.94714174,-1.555482237,-1.702018805,-0.348203355,-0.170894005,-0.485324733,-0.612060772,-1.830324199,-2.23139506,0.026003648
BNB,12/05/2020,-0.288190092,-0.192580883,-1.458802336,1.030909255,-0.432524133,-0.75836738,-0.656391086,-1.121524372,1.066816951,-0.387846539,-0.762262399,-0.288190092,-0.192580883,-1.458802336,1.030909255,-0.432524133,-0.75836738,0.042656364
ADA,12/05/2020,0.266859876,-0.173457653,-0.239688465,-0.783203483,-1.970104206,0.647704496,-0.867227586,-3.742262008,-0.776467275,-2.022536516,0.647372209,0.266859876,-0.173457653,-0.239688465,-0.783203483,-1.970104206,0.647704496,0.027122361
XRP,12/05/2020,-0.407925762,-0.181798882,-0.527651386,0.688623832,0.080002557,1.384218336,0.714046162,1.312017719,0.725468021,0.07920774,1.4528777,-0.407925762,-0.181798882,-0.527651386,0.688623832,0.080002557,1.384218336,0.042911685
BTC,12/05/2020,-0.287414476,-0.186239263,-0.558360347,0.757080917,2.176702656,-1.227058005,1.135719162,0.937626628,0.759602914,2.134246568,-1.29926606,-0.287414476,-0.186239263,-0.558360347,0.757080917,2.176702656,-1.227058005,0.028119675
ETH,12/05/2020,0.137041203,-0.12451299,-0.795336475,0.004052988,-0.292744127,-0.356632558,0.819464412,0.188844446,0.008635266,-0.341141111,-0.426635111,0.137041203,-0.12451299,-0.795336475,0.004052988,-0.292744127,-0.356632558,0.009421058
BNB,12/05/2020,-0.35043325,-0.166718335,0.264565424,,,,,,,,,-0.35043325,-0.166718335,0.264565424,,,,0.081907588
ADA,12/05/2020,-0.153232964,-0.174591022,0.555893225,-1.159717448,-0.525710804,-0.356632558,-0.445554586,-0.37274219,-1.151951099,-0.527962823,-0.359509654,-0.153232964,-0.174591022,0.555893225,-1.159717448,-0.525710804,-0.356632558,0.014697586
XRP,12/05/2020,-0.386596331,-0.175900089,0.439043326,-1.022803279,-0.199557456,0.513792889,0.186954913,0.188844446,-1.015411526,-0.201024827,0.513121294,-0.386596331,-0.175900089,0.439043326,-1.022803279,-0.199557456,0.513792889,0.056045432
BTC,12/05/2020,-0.298273095,-0.188745824,-2.759753639,-0.235546808,1.244835946,-0.557499969,-0.550972836,-0.37274219,-0.196174092,1.293548866,-0.560886027,-0.298273095,-0.188745824,-2.759753639,-0.235546808,1.244835946,-0.557499969,0.001491213
ETH,12/05/2020,-0.279173559,-0.187886433,0.095170262,1.783937184,1.291429281,0.245969675,0.081536663,0.001648901,1.783649706,1.246843438,0.177494007,-0.279173559,-0.187886433,0.095170262,1.783937184,1.291429281,0.245969675,0.006327757
BNB,12/05/2020,-0.336375216,-0.189451334,0.249618271,1.304737592,,-0.959234791,-0.129299837,0.001648901,1.339896096,,-0.896513314,-0.336375216,-0.189451334,0.249618271,1.304737592,,-0.959234791,0.084323201
ADA,12/05/2020,-0.393092112,-0.192644877,-1.287104887,1.441651761,3.155162703,0.379881282,0.819464412,0.563235537,1.442300775,3.115060554,0.378870379,-0.393092112,-0.192644877,-1.287104887,1.441651761,3.155162703,0.379881282,0.066780404
XRP,12/05/2020,-0.398812277,-0.192910826,-0.551754555,0.072510072,0.452749242,-0.02185354,-0.129299837,0.376039992,0.076905052,0.406145736,-0.023882366,-0.398812277,-0.192910826,-0.551754555,0.072510072,0.452749242,-0.02185354,0.048455031
BTC,12/05/2020,-0.414227639,-0.193758297,-0.332630003,0.312109868,-0.712084147,1.45117414,1.346555662,0.937626628,0.349984197,-0.714784534,1.4528777,-0.414227639,-0.193758297,-0.332630003,0.312109868,-0.712084147,1.45117414,0.083998881
ETH,12/05/2020,-0.380391405,-0.194024913,1.203012851,-0.817432025,0.592529248,0.848571907,0.397791413,0.376039992,-0.810602168,0.592967447,0.848748582,-0.380391405,-0.194024913,1.203012851,-0.817432025,0.592529248,0.848571907,0.076127229
BNB,12/05/2020,-0.328909915,-0.194115129,-0.274754061,0.928223628,0.825495926,-1.49488122,-1.815991835,1.873604355,0.930277379,0.826494587,-1.500642432,-0.328909915,-0.194115129,-0.274754061,0.928223628,0.825495926,-1.49488122,0.007349519
ADA,12/05/2020,-0.419269141,-0.194676308,-0.522444676,-0.338232434,0.406155906,1.049439318,0.819464412,1.873604355,-0.298578772,0.452851164,1.117250412,-0.419269141,-0.194676308,-0.522444676,-0.338232434,0.406155906,1.049439318,0.059620271
XRP,12/05/2020,-0.242137911,-0.113411883,0.164628477,0.65439529,0.592529248,2.321599587,0.503209663,0.937626628,0.247579518,0.639672875,2.124132275,-0.242137911,-0.113411883,0.164628477,0.65439529,0.592529248,2.321599587,0.037352517
BTC,12/05/2020,-0.392122592,-0.191014918,-0.028409398,0.722852375,0.219782564,0.513792889,-1.183482336,-1.495915463,0.247579518,0.359440308,0.714497667,-0.392122592,-0.191014918,-0.028409398,0.722852375,0.219782564,0.513792889,0.071450453
ETH,12/05/2020,-0.201805896,0.051766107,-0.438021599,-1.228174532,,-0.289676754,-0.761809336,-0.559937735,-1.220220885,,-0.292384196,-0.201805896,0.051766107,-0.438021599,-1.228174532,,-0.289676754,0.04711294
BNB,12/05/2020,-0.047361424,-0.171635872,-0.377701691,-1.604688497,-0.618897476,-0.155765147,-0.023881587,0.001648901,-1.595704709,-0.621373678,-0.158133281,-0.047361424,-0.171635872,-0.377701691,-1.604688497,-0.618897476,-0.155765147,0.024037137
ADA,12/05/2020,-0.351790577,-0.194104194,-0.590698618,1.749708641,0.080002557,-0.088809343,-0.129299837,0.188844446,1.749514813,0.032502312,-0.091007824,-0.351790577,-0.194104194,-0.590698618,1.749708641,0.080002557,-0.088809343,0.084767255
XRP,12/05/2020,-0.434338384,-0.194438904,0.204564294,-0.57783223,-0.479117469,-0.02185354,1.557392162,1.312017719,-0.537523023,-0.481257395,-0.023882366,-0.434338384,-0.194438904,0.204564294,-0.57783223,-0.479117469,-0.02185354,0.006164332
BTC,12/05/2020,-0.244852566,-0.157376756,0.394502936,-1.330860159,0.173189229,-0.088809343,-0.129299837,0.188844446,-1.322625564,0.172618596,-0.091007824,-0.244852566,-0.157376756,0.394502936,-1.330860159,0.173189229,-0.088809343,0.092928229
ETH,12/05/2020,-0.196182682,-0.140221444,-1.180526729,1.030909255,-0.479117469,1.45117414,1.030300912,0.750431083,1.032682058,-0.481257395,1.385752242,-0.196182682,-0.140221444,-1.180526729,1.030909255,-0.479117469,1.45117414,0.032304546
BNB,12/05/2020,-0.365460803,-0.171312799,-1.654177916,-1.467774328,-2.995157588,-1.762704434,-0.234718087,-0.185546645,-1.459165136,-3.05005593,-1.83626972,-0.365460803,-0.171312799,-1.654177916,-1.467774328,-2.995157588,-1.762704434,0.0541511
ADA,12/05/2020,-0.288820279,-0.176051971,-0.200992341,-0.167089723,0.033409222,-0.75836738,-0.023881587,0.188844446,-0.162039199,-0.014203116,-0.829387857,-0.288820279,-0.176051971,-0.200992341,-0.167089723,0.033409222,-0.75836738,0.024950314
XRP,12/05/2020,-0.257553272,-0.135115552,-0.049661274,1.236280508,2.829009354,-0.088809343,-0.234718087,0.001648901,0.862007593,2.648006275,0.378870379,-0.257553272,-0.135115552,-0.049661274,1.236280508,2.829009354,-0.088809343,0.007947295
BTC,12/05/2020,0.082942009,0.043669537,-0.538454423,0.825538001,-0.665490811,-0.959234791,-0.761809336,-0.747133281,0.486523769,-0.57466825,-0.493760569,0.082942009,0.043669537,-0.538454423,0.825538001,-0.665490811,-0.959234791,0.019976678
ETH,12/05/2020,-0.416651438,-0.191750253,-1.260026455,-1.467774328,-0.851864153,0.179013871,0.081536663,0.001648901,-1.459165136,-0.854900818,0.177494007,-0.416651438,-0.191750253,-1.260026455,-1.467774328,-0.851864153,0.179013871,0.093534942
BNB,12/05/2020,-0.073829309,-0.108135737,-0.123582383,-0.680517857,0.406155906,-1.294013809,-0.972645836,0.001648901,-0.639927702,0.452851164,-1.232140602,-0.073829309,-0.108135737,-0.123582383,-0.680517857,0.406155906,-1.294013809,0.06187568
